"redshift","g.r","g.r_err","fracdeV","type"
0.0346,0.528,0.017,0.06,0
0.0573,0.403,0.017,0.24,0
0.0793,0.608,0.025,0.26,0
0.0599,0.491,0.033,0.43,0
0.0575,0.538,0.017,0.02,0
0.0706,0.403,0.175,0,0
0.0516,0.576,0.017,0.12,0
0.0534,0.571,0.02,0.15,0
0.0606,0.588,0.018,0.2,0
0.0591,0.514,0.024,0.27,0
0.0684,0.523,0.018,0.36,0
0.065,0.493,0.018,0.14,0
0.0654,0.482,0.021,0.35,0
0.0651,0.616,0.02,0.15,0
0.0794,0.507,0.027,0.05,0
0.0613,0.598,0.034,0,0
0.0614,0.335,0.024,0.16,0
0.0659,0.521,0.018,0.47,0
0.0557,0.386,0.022,0,0
0.0617,0.539,0.027,0.21,0
0.0339,0.532,0.146,0.04,0
0.0676,0.521,0.024,0.29,0
0.0675,0.459,0.036,0.09,0
0.0799,0.619,0.017,0.26,0
0.0703,0.609,0.075,0.04,0
0.0828,0.651,0.02,0.11,0
0.0819,0.608,0.024,0.34,0
0.0613,0.463,0.019,0.2,0
0.0383,0.363,0.015,0.06,0
0.08,0.589,0.024,0,0
0.0562,0.366,0.027,0.34,0
0.0818,0.574,0.021,0.36,0
0.0789,0.556,0.022,0.16,0
0.0687,0.515,0.023,0.35,0
0.0555,0.402,0.025,0,0
0.0676,0.355,0.021,0.03,0
0.0835,0.54,0.022,0,0
0.0572,0.48,0.019,0.19,0
0.0794,0.597,0.021,0,0
0.0549,0.533,0.016,0.49,0
0.0597,0.477,0.026,0.07,0
0.0727,0.473,0.03,0.14,0
0.0471,0.556,0.018,0.16,0
0.0832,0.615,0.02,0.28,0
0.0587,0.416,0.056,0.38,0
0.0713,0.593,0.021,0.48,0
0.0552,0.411,0.019,0,0
0.0359,0.612,0.017,0.07,0
0.0633,0.57,0.026,0.4,0
0.0731,0.537,0.017,0.17,0
0.0713,0.594,0.017,0.22,0
0.0795,0.556,0.021,0.16,0
0.0531,0.574,0.024,0,0
0.0526,0.595,0.018,0.1,0
0.0802,0.399,0.026,0,0
0.071,0.465,0.02,0.06,0
0.0593,0.562,0.02,0,0
0.0811,0.509,0.02,0.12,0
0.0722,0.489,0.02,0,0
0.0822,0.64,0.021,0.11,0
0.0597,0.499,0.017,0.05,0
0.0746,0.605,0.022,0.25,0
0.0696,0.498,0.024,0.02,0
0.0303,0.558,0.062,0.15,0
0.0627,0.52,0.02,0,0
0.058,0.567,0.021,0.17,0
0.0633,0.532,0.025,0.15,0
0.0712,0.486,0.019,0.19,0
0.0418,0.542,0.023,0.24,0
0.0799,0.459,0.052,0.06,0
0.0715,0.568,0.02,0.02,0
0.0325,0.549,0.016,0.14,0
0.0713,0.505,0.018,0.43,0
0.0762,0.606,0.019,0.17,0
0.0786,0.526,0.023,0,0
0.0762,0.595,0.017,0.25,0
0.0795,0.445,0.026,0,0
0.0688,0.444,0.025,0,0
0.0535,0.555,0.019,0.03,0
0.0447,0.583,0.016,0.08,0
0.0803,0.591,0.024,0.48,0
0.0813,0.61,0.017,0.32,0
0.0804,0.61,0.023,0.15,0
0.0779,0.49,0.026,0.05,0
0.0621,0.566,0.017,0.15,0
0.0815,0.514,0.016,0.18,0
0.0765,0.458,0.038,0,0
0.0652,0.532,0.02,0,0
0.0321,0.503,0.018,0.28,0
0.0799,0.597,0.02,0.24,0
0.0606,0.468,0.021,0.09,0
0.0651,0.555,0.018,0.42,0
0.0792,0.57,0.069,0.32,0
0.049,0.317,0.027,0.24,0
0.0801,0.477,0.02,0.34,0
0.0355,0.608,0.015,0.35,0
0.0641,0.476,0.035,0.19,0
0.061,0.654,0.017,0.48,0
0.0328,0.381,0.018,0.17,0
0.0401,0.397,0.029,0.02,0
0.0398,0.294,0.02,0.23,0
0.0803,0.451,0.026,0.16,0
0.0608,0.508,0.023,0.19,0
0.0648,0.399,0.017,0,0
0.0646,0.545,0.024,0,0
0.067,0.62,0.017,0.17,0
0.0606,0.452,0.026,0.37,0
0.0325,0.46,0.017,0.05,0
0.0736,0.518,0.02,0.17,0
0.0805,0.364,0.029,0,0
0.0703,0.614,0.016,0.23,0
0.0837,0.586,0.018,0.33,0
0.0635,0.484,0.023,0.29,0
0.0371,0.587,0.017,0.38,0
0.0803,0.398,0.021,0.03,0
0.0422,0.64,0.019,0.33,0
0.0681,0.532,0.019,0.32,0
0.042,0.653,0.016,0.22,0
0.0424,0.46,0.023,0.18,0
0.0677,0.476,0.026,0.01,0
0.0838,0.572,0.025,0,0
0.0832,0.537,0.027,0.12,0
0.0674,0.488,0.019,0.19,0
0.066,0.622,0.017,0.4,0
0.0415,0.602,0.015,0.06,0
0.0336,0.581,0.016,0.14,0
0.058,0.545,0.017,0,0
0.0522,0.53,0.023,0.18,0
0.0524,0.404,0.026,0,0
0.0585,0.537,0.018,0.09,0
0.0535,0.625,0.019,0.35,0
0.0639,0.587,0.018,0.12,0
0.0575,0.577,0.015,0.35,0
0.0686,0.339,0.023,0.27,0
0.0737,0.517,0.018,0.17,0
0.0363,0.62,0.017,0.11,0
0.0353,0.544,0.097,0.15,0
0.036,0.533,0.019,0,0
0.0716,0.637,0.017,0.13,0
0.0695,0.564,0.016,0.11,0
0.0363,0.494,0.016,0.06,0
0.0637,0.407,0.021,0.04,0
0.068,0.379,0.021,0.35,0
0.0682,0.382,0.02,0.19,0
0.0779,0.496,0.019,0.3,0
0.0663,0.528,0.022,0.15,0
0.0693,0.465,0.03,0.02,0
0.0569,0.348,0.02,0.24,0
0.0575,0.445,0.018,0.08,0
0.0652,0.587,0.163,0.39,0
0.0346,0.563,0.016,0.13,0
0.0654,0.536,0.026,0,0
0.0729,0.551,0.024,0.07,0
0.0537,0.491,0.017,0,0
0.076,0.519,0.022,0.05,0
0.0769,0.643,0.017,0.46,0
0.0611,0.397,0.02,0.1,0
0.0504,0.524,0.02,0.15,0
0.0773,0.662,0.018,0.37,0
0.0761,0.548,0.022,0.38,0
0.0813,0.394,0.022,0.11,0
0.0739,0.514,0.021,0.05,0
0.0362,0.581,0.021,0.22,0
0.0743,0.524,0.025,0.12,0
0.0819,0.635,0.026,0,0
0.0759,0.54,0.021,0,0
0.0835,0.384,0.03,0.2,0
0.0831,0.611,0.017,0.21,0
